SYSTEM,Empire,DISTANCE,GOOD,Between 140 - 160 Ly,,,Update : 18/08/15 - rev 1383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FACTION,Federation,DATAS,OK,Between 130 - 140 Ly and 160 - 180 Ly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Alliance,,MAYBE,Between 180 - 240 Ly (good FSD),,,Rev 1382 xlsx download link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14 t,1-11 t,1488 cr,HIP Proto-Squid,"536,714.00",Andersson Station,HIP 41181,109.47,205.15,205.15,87.81,237.14,120.84,112.52,132.14,139.71,201.67,224.81,194.87,171.92,86.99,216.94,83.64,95.75,197.54,198.7,89.9,171.02,211.53,80.02,135.45,245.82,176.04,195.09,215.23,140.47,111.73,358.01,138.13,84.24,114.86,282.53,128.56,100.33,322.64,171.59,183.73,126.41,187.43,167.72,173.28,0,233.55,149.41,262.42,245.1,285.6,176.93,282.12,154.59,221.49,308.89,245.86,164.97,220.05,328.78,274.57,120.71,164.63,196.6,120.62,193.09,193.09,135.7,94.87,90.11,161.89,133.92,125.07,248.15,163.1,133.09,270.73,226.73,286.75,327.96,181.05,199.21,229.11,206.65,156.96,275.38,63.39,245.37,157.65,170.41,177.48,118.96,109.15,171.19,248.75,197.39,203.73,112.95,129.81,235.9,132.89,176.88,59.75,354.79,132.9,198.06,299.66,177.86,271.83,197.46,120.34,HIP 41181,ND,ND
ND,13 t,806 cr,Burnham Bile Distillate,"529,600.00",Burnham Beacon,HIP 59533,177.42,201.86,201.86,153.07,113.66,155.52,264.7,137.12,147.32,209.57,14.02,55.46,75.62,153.07,66.96,178.43,191.99,159.2,59.23,173.16,123.75,130.61,253.48,157.93,150.05,106.67,76.99,162.24,134.87,168.13,253,250.74,196.6,182.99,146.93,158.79,180.65,172.69,288.08,247.4,212.42,215.71,171.32,242.7,233.55,0,253.96,206.54,82.66,89.69,89.64,114.68,221.13,240.78,210.27,258.38,154.86,254.34,154.94,206.92,265.11,83.65,74.66,201.82,76.58,76.58,179.77,155.89,157.62,114.95,108.57,218.13,276.93,121.35,111.22,97.51,278.41,59.99,227.16,272.82,79.57,109.21,166.4,275.24,185.45,250.24,77.45,83.57,171.07,177.95,207.19,260.78,123.45,33.26,79.4,171.75,261.63,182.73,213.59,157.75,200.27,247.57,147.03,196.46,302.33,197.34,149.34,216,71.59,165.4,HIP 59533,13 t,ND
19 t,1-18 t,385 cr,HIP Organophospates,"2,632.00",Stasheff Colony,HIP 80364,159.99,232.09,232.09,178.4,281.99,102.98,118.52,140.73,131.49,154.54,249.28,246.54,230.08,146.58,241.52,198.13,110.81,271.75,209.07,110.44,193.8,215.68,172.5,96.76,273.11,259.35,189.52,133.87,146.67,97.99,407.92,71.52,81.96,171.17,215.11,143.68,157.2,368.19,126.52,178.04,138.4,67.82,95.05,216.34,149.41,253.96,0,313.8,233.74,313.77,165.39,330.49,220.41,168.12,302.02,180.27,199.62,88,354.26,176.21,43.78,188.4,192.82,164.84,189.28,189.28,93.89,118.62,194.35,147.86,178.87,176.3,168.37,149.06,203.25,255.23,200.1,313.01,323.58,104.46,188.53,233.1,261.86,50.15,328.05,106.1,266.2,175.64,204.29,198.21,135.75,124.32,171.24,282.46,187.83,221.71,118.92,80.34,139.06,116.99,75.53,200.81,361.18,186.59,202.48,330.79,154.76,290.17,196.97,129.18,HIP 80364,1-18 t,19 t
7 t,1-6 t,6518cr,Holva Duelling Blades,"22,000.00",Kreutz Orbital,Holva,164.75,91.14,91.14,195.76,94.75,232.24,352.55,185.29,190.12,191.4,212.35,190.45,174.91,201.66,143.6,193.45,210.05,81.19,176.34,262.26,132.04,122.55,217.46,254.41,69.65,191.77,247.31,266.15,178.25,226.64,101.57,261.53,259.62,155.71,290.89,172.61,171.81,114.14,255.22,174.99,185.55,299.58,283.69,136.94,262.42,206.54,313.8,0,176.09,155.72,216.9,135.47,125.75,203.24,119.06,221.16,115.62,307.69,136.04,282.01,301.61,236.62,247.53,162.21,246.21,246.21,223.04,237.22,212.59,199.04,233.55,161.55,248.33,190.01,174.75,179.79,194.91,213.24,122.39,262.29,249.95,129.91,59.26,353.89,40.3,262.6,278.62,200.85,109.8,117.14,186.69,236.22,159.25,212.25,249,97.17,239.64,238.82,258.19,202.9,303.07,287.64,196.67,141.01,209.2,58.39,174.12,67.82,247.25,187.24,Holva,1-6 t,7 t
16 t,1-14 t,415 cr,HR 7221 Wheat,"1,886.00",Veron City,HR 7221,160.64,156.02,156.02,171.02,104.1,145.53,280.79,118.09,119.48,148.78,93.11,115.69,117.2,158.34,57.45,196.67,173.57,156.53,53.59,184.95,92.52,73.83,244.65,151.03,107.21,161.04,107.42,125.67,111.13,153.93,228.24,218.1,193.67,165.53,118.34,133.03,167.14,163.69,245.55,198.14,180.08,187.51,161.23,207.23,245.1,82.66,233.74,176.09,0,94.86,86.62,129.48,197.69,176.65,140.86,189.89,123.58,209.85,133.13,147.18,246.86,126.02,107.93,177,108,108,150.11,163,187.63,91.99,147.04,193.12,211.05,91.08,136.44,26.24,219.11,111.86,159.92,226.92,106.06,49.42,143.67,267.16,163.74,241.26,151.34,97.49,135.8,134.94,177.88,235.63,84.44,110.09,106.36,122.56,235.16,159.24,153.52,131.62,184.27,276.22,127.49,172.79,257.09,155.99,99.16,160.59,109.14,141.55,HR 7221,1-14 t,16 t
12-16 t,2-7 t,1810 cr,Giant Irukama Snails,323,Blaauw City,Irukama,204.65,185.58,185.58,199.02,71.8,214.85,338.72,180.33,188.47,224.66,100.97,110.37,121.11,202.96,74.11,215.55,233.97,139.5,106.2,241.78,138.31,125.61,282.77,224.25,107.22,144.66,161.07,217.28,174.27,222.11,173.36,292.71,257.32,205.06,198.05,191.39,210.51,88.37,315.3,254.17,237.52,275.51,241.31,240.43,285.6,89.69,313.77,155.72,94.86,0,156.03,45.05,221.3,250.44,160.51,266,159.96,301.52,67.04,241.05,319.81,165.29,159.57,221.71,160.79,160.79,225.96,219.53,207.58,165.94,182.41,233.89,290.86,165.56,154.64,91.32,278.61,64.68,170.76,304.59,162.73,98.64,140.96,343.89,124.1,297.68,159.31,148.32,171.09,177.98,234.67,293.76,150.5,86.04,162.63,158.93,295.33,235.26,246.32,202.35,267.91,301.81,77.44,208.77,308.05,130.28,175.23,171.42,157.58,203.19,Irukama,2-7 t,12-16 t
6 t,1-6 t,12706 cr,Jaradharre Puzzle Box,"526,178.00",Gohar Station,Jaradharre,124.44,173.03,173.03,116.63,146.37,71.72,195.96,68.18,73.12,143.26,87.26,98.77,93.7,96.94,91.47,148.78,119.11,168.92,51.61,102.78,90.63,107.71,198.54,71.45,158.31,135.75,44.93,85.1,68.45,86.4,289.85,166.77,117.97,134.61,115.72,95.26,126.9,226.78,210.4,187.96,146.5,127.64,86.09,200.22,176.93,89.64,165.39,216.9,86.62,156.03,0,179.17,186.65,175.46,207.62,193.43,121.66,168.1,208.13,144.88,179.84,57.88,47.6,147.8,44.65,44.65,95.77,85,130.95,35.85,75.86,166.66,205.85,47.62,96.4,111.58,218.96,147.87,228.91,190.94,44.93,104.44,165.63,190.39,212,177.64,122.84,33.82,137.06,138.38,141.15,188.86,70.58,120.45,44.07,144.31,188.1,96.14,138.93,78.84,114.11,207.87,207.02,152.22,241.96,217.81,85.11,208.3,51.12,95.66,Jaradharre,1-6 t,6 t
18 t,2-16 t,385 cr,Jaroua Rice,143,Mccool City,Jaroua,203.92,182.21,182.21,194.88,60.67,229.54,347.2,191.56,201.89,240.75,122.26,114.26,121.02,205.63,91.24,204.95,240.16,116.38,128.41,251.56,145.74,139.78,275.03,242.44,106.44,132.69,185.65,247.82,186.07,234.58,148.4,304.11,267.08,201.98,238.05,198.78,209.23,63.67,323.09,257.69,241.14,299.92,264.77,232.86,282.12,114.68,330.49,135.47,129.48,45.05,179.17,0,209.59,265.52,172.28,283.4,159.94,326.44,72.12,275.81,330.91,180.43,184.02,219.84,184.82,184.82,241.08,229.06,200.99,185.42,190.79,229.35,309.02,184.17,151.79,130.02,284.99,90.84,180.03,317.64,188.65,119.05,126.04,360.29,99.46,299.74,179.36,163.65,169.58,179.86,238.12,295.48,165.43,103.49,188.14,161.46,298.09,250.92,274.16,215.98,291.84,293.05,108.55,203.58,306.84,120.55,192.7,168.55,181.51,211.59,Jaroua,2-16 t,18 t
32 t,4-24 t,1252 cr,Jotun Mookah,80,Icelock,Jotun (permit),72.12,70.77,70.77,122.45,152.27,161.06,253.32,124.79,128.54,141.26,220.59,189.77,162.69,123.01,165.45,112.64,114.17,99.85,173.61,181.07,107.44,129.89,94.05,187.11,135.31,179.13,223.35,227.46,122.62,147.79,226.59,162.19,167.4,59.31,284.78,100.48,75.56,221.32,154.41,93.93,85.18,230.8,221.97,38.32,154.59,221.13,220.41,125.75,197.69,221.3,186.65,209.59,0,152.81,188.45,177.89,74.33,239.71,234.21,259,196.18,203.09,224.71,56.2,221.75,221.75,147.49,160.84,143.89,157.99,185.85,45,194.93,148.79,133.98,214.93,133.78,257.15,202.18,172.17,226.58,155.06,87.87,257.59,153.67,146.95,276.03,167.63,63.52,72.08,85.79,118.9,127.34,235.77,225.09,90.54,123.92,160.72,216.84,134.21,235.17,190.49,279.98,37.96,115.32,171.86,133.99,134.01,225.61,109.26,Jotun (permit),4-24 t,32 t
10 t,2-9 t,473 cr,Kachirigin Filter Leeches,340,Nowak Orbital,Kachirigin,136.45,117.74,117.74,200.62,209.09,150.95,265.09,133.13,118,32.4,244.49,242.26,223.03,173.22,191.7,214.96,129.18,207.08,182.35,197.81,135.4,126.57,182.53,164.87,169.79,262.5,219.71,151.39,127.88,140.43,288.65,113.87,171.93,138.73,215.23,117.26,142.85,275.24,100.39,69.48,99.76,153.69,177.32,128.08,221.49,240.78,168.12,203.24,176.65,250.44,175.46,265.52,152.81,0,160.36,26.73,128.44,129.43,259.49,144.05,167.25,225.13,222.63,123.48,219.72,219.72,110.75,180.22,228.15,142.14,223.82,129.84,46.83,130.74,204.7,186.95,60.71,282.9,178.45,85.81,218.31,151.99,176.05,218.17,226.38,175.72,296.28,184.99,121.77,104.29,106.47,135.51,122.15,269.57,217.87,114.22,131.94,126.56,95.2,118.13,176.53,277.36,279.4,133.06,115.6,209.81,93.82,153.33,226.43,118.32,Kachirigin,2-9 t,10 t
6 t,1-4 t,5800 cr,Kamitra Cigars,82,Hammel Terminal,Kamitra,199.86,118.69,118.69,244.64,136.62,233.77,372.61,193.11,189.07,154.39,220.8,223.42,214.08,234.08,151.81,256.51,226.6,169.15,173.96,279.8,145.84,106.67,269.61,249.02,86.83,249.76,241.63,222.74,183.53,231.1,154.26,255.74,272.68,196.6,233.9,185.55,209.02,150.68,249.61,175.98,201.32,268.36,265.01,180.65,308.89,210.27,302.02,119.06,140.86,160.51,207.62,172.28,188.45,160.36,0,165.71,145.57,262.93,130.22,209.12,303.5,250.12,242.64,196.67,241.73,241.73,214.52,254.69,267.3,189.94,259.15,202.39,194.81,179.81,220.15,131.48,174.56,217.54,22.29,242.22,240.98,108.25,134.91,347.61,125.24,290.33,286.45,210.39,141.33,133.84,204.75,257.87,153.68,227.2,240.88,106.56,257.96,231.59,198.34,201.11,279.4,348.05,161.26,185.56,222.96,81.45,153.12,65.18,244.1,197.99,Kamitra,1-4 t,6 t
12 t,1-8 t,2678 cr,Kamorin Historic Weapons,445,Godwin Vision,Kamorin,163.03,139.06,139.06,226.38,228.59,171.66,283.52,156.57,140.82,54.49,262.83,263.84,245.89,198.23,210.61,241.43,153.67,230.59,201.03,219.3,158.38,145.09,207.39,183.08,186.95,286.52,236.79,159.67,151.21,162.21,301.79,130.32,193.04,165.44,219.94,142.57,169.38,290.49,113.69,91.93,125.7,162.29,191.15,151.31,245.86,258.38,180.27,221.16,189.89,266,193.43,283.4,177.89,26.73,165.71,0,153.13,129.95,271.86,140.33,182.76,245.45,239.78,150.09,237.03,237.03,131.31,202.64,253.81,161.79,246.12,155.97,29.37,150.88,229.35,197.53,70.92,298.94,182.56,95.94,234.79,168.32,198.21,230.24,244.07,197.74,313.85,205.95,146.45,128.65,132.45,157.18,143.71,287.86,234.53,135.39,153.05,145.9,94.5,140.56,187.79,302.42,288.64,159.51,130.78,223.09,114.41,166.17,243.8,143.19,Kamorin,1-8 t,12 t
ND,ND,765 cr,Onion Head,919,Harvestport,Kappa Fornacis,57.72,57.66,57.66,103.47,100.32,118.27,241.93,72.16,76.53,104.87,156.37,135.67,111.9,95.06,96.92,113.62,97,82.74,102.96,151.55,34.25,59.18,134.55,141.8,84.97,143.99,160.21,167.26,65.84,111.26,210.57,154.13,145.42,54.48,214.28,57.02,66.33,181.49,164.8,103.08,82.92,188.94,173.18,88.34,164.97,154.86,199.62,115.62,123.58,159.96,121.66,159.94,74.33,128.44,145.57,153.13,0,203.94,181.64,199.54,189.8,148.18,161.59,64.36,158.99,158.99,109.04,126.44,128.47,94.83,140.97,75.63,174.21,84.94,94.01,141.83,139.91,193.25,163.93,165.45,162.61,83.44,62.83,238.52,129.63,157.76,216.07,107.17,17.1,29.43,81.45,139.46,57.67,174.19,161.4,41.93,141.73,123.95,167.27,88.33,191.11,202.78,216.71,52.18,152.95,139.89,72.55,111.64,162.75,71.73,Kappa Fornacis,ND,ND
5 t,2-5 t,5225 cr,Karetii Couture,990,Sinclair Platform,Karetii,186.68,225.06,225.06,221.94,278.64,132.15,201.94,155.41,139.87,122.15,254.22,263.35,250.15,186.99,236.5,245.79,146.86,284.6,206.07,166.73,194.12,198.42,223.37,124.84,258.48,289.48,197.95,100.16,156.36,130.19,393.07,101.94,142.77,196.77,175.86,158.32,188.31,355.95,136.1,172.85,157.09,56.8,109.81,226.92,220.05,254.34,88,307.69,209.85,301.52,168.1,326.44,239.71,129.43,262.93,129.95,203.94,0,332.52,105.67,119.28,212.06,201.54,187.88,198.66,198.66,106.77,163.97,243.26,149.03,214.47,200.63,114.98,147.2,232.53,224.53,178,307.6,283.75,97.8,194.5,213.68,264.86,127.07,321.41,172.65,279.57,190.26,206.96,194.99,157.98,165.69,166.07,286.83,194.53,210.55,159.23,103.79,70.48,129.84,88.69,274.36,331.73,206.57,207.48,311.04,139.52,267.77,206.6,148.38,Karetii,2-5 t,5 t
18 t,7-11 t,915 cr,Karsuki Locusts,28,West Market,Karsuki Ti,235.36,186.7,186.7,244.44,93.54,260.28,391.4,220.24,225.6,239.93,166.65,171.81,176.66,247.51,121.83,256.52,269.47,155.79,158,293.05,168.92,144.41,311.07,272.5,103.37,198.72,221.17,257.8,212.51,264.35,121.73,322.94,302.63,233,239.89,224.52,242.6,49.83,334.67,263.49,261.9,316.2,290.1,247.65,328.78,154.94,354.26,136.04,133.13,67.04,208.13,72.12,234.21,259.49,130.22,271.86,181.64,332.52,0,266.86,357.91,226.32,220.2,245.75,221.03,221.03,262.33,268.87,256.32,209.92,240.85,254.64,299.6,206.07,203.6,120.63,280.08,127.34,132.14,326.54,222.2,122.07,147.9,389.91,102.41,334.5,226.01,202.21,187.34,191.89,261.04,320.41,184.31,152.97,222.15,166.07,322.06,274.88,270.51,240.11,314.1,348.97,66.23,229.96,314.13,91.99,203.67,148.31,218.93,238.04,Karsuki Ti,7-11 t,18 t
3 t,1 t,7279 cr,Kinago Violins,"1,723.00",Fozard Ring,Kinago,210.16,219.51,219.51,240.94,239.6,157.82,268.95,163.08,149.65,129.95,211.81,236.2,231.46,210.13,194.18,269.57,189.04,270.9,168.17,203.83,178.59,164.13,275.87,149.8,219.66,276.8,170.06,71.25,159.4,163.69,347.32,179.57,194.91,219.12,97.45,173.55,215.15,301.49,207.91,203.09,195.48,113.68,131.85,250.07,274.57,206.92,176.21,282.01,147.18,241.05,144.88,275.81,259,144.05,209.12,140.33,199.54,105.67,266.86,0,206.78,199.3,173.02,216.86,171.73,171.73,141.61,192.43,262.2,137.25,216.2,232.63,142.96,135.84,230.74,151.81,204.73,247.62,228.86,172.4,164.59,166.44,248.32,211.61,285.84,241.51,241.98,175.76,205.42,193.34,196.2,231.29,149.81,239.69,165.5,194.5,226.57,145.36,55.61,149.03,130,322.53,251.19,227.06,254.34,265.95,128.52,237.52,177.86,171.15,Kinago,1 t,3 t
16 t,1-12 t,595 cr,Kongga Ale,254,Laplace Ring,Kongga,142.59,219.04,219.04,164.5,279.29,109.65,113.91,140.03,132.75,155.96,259.89,249.2,229.09,135.96,245.88,177.84,94.97,258.34,217.79,110.47,190.96,217.18,136.59,112.8,269.7,254.05,207.06,163.96,146.49,98.58,399.61,54.5,75.34,152.08,246.78,136.2,138.37,366.27,103.9,160.37,118.7,105.69,124.26,192.2,120.71,265.11,43.78,301.61,246.86,319.81,179.84,330.91,196.18,167.25,303.5,182.76,189.8,119.28,357.91,206.78,0,198.16,210.13,143.4,206.34,206.34,97.89,117.64,180.52,157.76,182.12,151.36,172.03,157.12,196.65,269.45,186.44,323.72,324.3,95.45,207.34,238.09,249.87,71.47,319.31,68.76,281.46,182.61,192.35,187.71,116.07,89.27,173.93,291.53,206.3,214.32,84.43,87.77,162.77,118.5,111.93,175.42,372.53,165.99,175.51,325.79,159.58,282.45,213.71,121.79,Kongga,1-12 t,16 t
20 t,6-14 t,220 cr,Koro Kung Pellets,"622,040.00",Lonchakov Orbital,Korro Kung,141.22,204.92,204.92,101.71,158.41,95.13,181.75,98.44,110.56,192.94,72.94,72.6,73.4,96.36,109.59,132.48,139.88,173.01,78.01,95.31,121.08,147.95,203.48,93.72,186.29,100.56,40.45,134.3,102.34,110.11,306.42,197.43,125.6,150.67,154.1,124.51,140.7,237.22,244.59,225.12,174.93,163.55,111.9,225.1,164.63,83.65,188.4,236.62,126.02,165.29,57.88,180.43,203.09,225.13,250.12,245.45,148.18,212.06,226.32,199.3,198.16,0,39.81,168.89,37.89,37.89,132.42,84.58,103.41,83.82,33.07,186.29,257.11,95.12,80.27,150.18,261.92,141.33,270.18,230.08,47.04,142.25,182.39,201.5,227.29,185.19,87.04,43.61,164.85,171.64,167.7,209.32,112.67,103.04,45.12,179.37,209.92,128.24,193.7,114.46,141.39,179.36,226.75,171.39,274.01,243.96,134.01,243.24,37.97,124.14,Korro Kung,6-14 t,20 t
7 t,4-7 t,3543 cr,Lavian Brandy ,302,Lave Station,Lave,162.68,214.96,214.96,135.99,165.61,105.56,201.82,110.65,118.23,190.56,67.96,90.82,97.77,124.39,109.78,167.85,157.56,193.35,73.36,117.96,130.08,146.86,231.37,98,189.27,131.08,3.59,111.94,112.44,122.66,311.78,206.14,143.83,172.6,116.28,138.31,163.74,239.23,253.83,234.51,189.86,154.47,104.15,242.45,196.6,74.66,192.82,247.53,107.93,159.57,47.6,184.02,224.71,222.63,242.64,239.78,161.59,201.54,220.2,173.02,210.13,39.81,0,188.47,3.91,3.91,137.79,107.46,141.41,82.96,71.65,206.92,251.35,94.95,111.6,129.55,266.47,131.73,262.92,233.97,9.15,136.65,197.15,207.75,236.37,208.17,79.15,57.21,178.01,181.72,183.69,227.9,115.42,100.64,7.98,185.84,227.44,134.11,177.47,122.48,133.39,216.33,210.26,191.7,287.33,245.93,132.51,246.21,5.22,138.08,Lave,4-7 t,7 t
7 t,3-5 t,1664 cr,Chameleon Cloth,"54,480.00",Smith Reserve,LDS 883,28.42,87.46,87.46,96.14,161.61,109.35,205.63,80.31,81.26,106.25,200.07,175.19,148.24,82.46,154.11,98.43,58.76,125.23,149.03,132.69,87.44,116.8,75.34,135.11,147.09,172.58,186.5,179.8,80.22,94.26,262.86,110.31,114.43,23.43,245.4,53.8,31.9,242.56,116.82,75.92,33.92,175.99,169.19,63.85,120.62,201.82,164.84,162.21,177,221.71,147.8,219.84,56.2,123.48,196.67,150.09,64.36,187.88,245.75,216.86,143.4,168.89,188.47,0,185.07,185.07,93.31,113.22,122.13,116.28,151.76,19.05,162.7,107.71,115.12,197.65,121.75,247.76,214.59,127.64,189.07,143.33,113.09,202.77,184.11,101.9,249.7,133.49,60.7,63.15,31.48,78.04,94.98,222.12,187.62,91.82,81.62,105.61,172.66,83.25,180.4,167.96,280.2,22.94,110.94,196.66,95.85,156.36,190.26,57.94,LDS 883,3-5 t,7 t
14 t,1-10 t,462 cr,Leestian Evil Juice,257,George Lucas,Leesti,159.29,212.52,212.52,132.98,165.17,101.68,198.74,107.16,114.74,187.64,69.85,90.99,96.81,120.86,109.41,164.98,153.75,191.8,72.46,114.32,127.7,145.14,227.76,94.27,188.22,130.51,2.57,109.93,109.11,118.78,311.54,202.36,139.99,169.32,117.13,134.88,160.29,239.73,250.13,231.23,186.27,151.5,101.11,239.36,193.09,76.58,189.28,246.21,108,160.79,44.65,184.82,221.75,219.72,241.73,237.03,158.99,198.66,221.03,171.73,206.34,37.89,3.91,185.07,0,0,134.11,103.66,138.76,79.76,69.14,203.53,248.45,91.87,109.36,130.06,263.37,134.21,262.12,230.4,9.36,135.68,195.41,204.47,235.65,204.31,82.39,54.31,175.37,179.02,180.07,224.06,112.77,102.82,7.58,183.62,223.6,130.35,175.12,118.83,130.48,213.42,212.01,188.54,283.86,245.27,129.68,244.65,8.06,134.47,Leesti,1-9 t,14 t
7 t,2-7 t,4164 cr,Azure Milk,257,George Lucas,Leesti,159.29,212.52,212.52,132.98,165.17,101.68,198.74,107.16,114.74,187.64,69.85,90.99,96.81,120.86,109.41,164.98,153.75,191.8,72.46,114.32,127.7,145.14,227.76,94.27,188.22,130.51,2.57,109.93,109.11,118.78,311.54,202.36,139.99,169.32,117.13,134.88,160.29,239.73,250.13,231.23,186.27,151.5,101.11,239.36,193.09,76.58,189.28,246.21,108,160.79,44.65,184.82,221.75,219.72,241.73,237.03,158.99,198.66,221.03,171.73,206.34,37.89,3.91,185.07,0,0,134.11,103.66,138.76,79.76,69.14,203.53,248.45,91.87,109.36,130.06,263.37,134.21,262.12,230.4,9.36,135.68,195.41,204.47,235.65,204.31,82.39,54.31,175.37,179.02,180.07,224.06,112.77,102.82,7.58,183.62,223.6,130.35,175.12,118.83,130.48,213.42,212.01,188.54,283.86,245.27,129.68,244.65,8.06,134.47,Leesti,2-7 t,7 t
ND,3-11 t,2357 cr,Void Extract Coffee,"773,000.00",Ehrlich Orbital,LFT 1421,83.65,146.24,146.24,117.44,189.96,42.29,163.74,52.81,39.45,84.32,177.64,172.33,153.46,82.94,153.1,141.12,48.44,184.62,126.25,88.2,100.77,122.43,137.69,57.83,179.32,189.68,134.64,94.66,56.07,32.01,314.81,71.69,66.75,95.29,172.51,55.02,84.98,275.15,116.34,116.98,72.49,83.91,81.86,147.51,135.7,179.77,93.89,223.04,150.11,225.96,95.77,241.08,147.49,110.75,214.52,131.31,109.04,106.77,262.33,141.61,97.89,132.42,137.79,93.31,134.11,134.11,0,73.16,141.19,65.56,126.04,110.15,135.51,61.74,129.47,172.35,147.91,235.51,236.24,97.81,134.51,141.26,171.57,135.3,235.26,104.56,214.05,102.23,115.52,109.72,68.91,103.15,78.32,208.65,133.57,130.76,100.35,18.4,101.21,26.02,89.42,188.05,275.2,110.38,162.69,237.61,63.45,201.35,141.61,43.08,LFT 1421,3-11 t,ND
13 t,13 t,1365 cr,Honesty Pills,"514,700.00",King Gateway,LP 375-25,89.66,178.91,178.91,69.54,187.12,36.09,123.36,61.96,70.11,151.92,148.39,134,116.28,42.14,148.18,98.28,66.71,176.15,118.65,25.83,113.73,149.52,133.7,48.22,197.09,141.14,105.28,127.21,71.44,41.37,326.08,121.36,42.98,101.91,188.12,78.36,85.72,275.3,170.86,169.91,111.31,120.13,84.46,176.79,94.87,155.89,118.62,237.22,163,219.53,85,229.06,160.84,180.22,254.69,202.64,126.44,163.97,268.87,192.43,117.64,84.58,107.46,113.22,103.66,103.66,73.16,0,83.25,75.79,65.22,129.6,208.33,81.63,88.71,188.98,209.25,214.43,275.89,161,108.27,160.53,178.75,136.86,242.17,101.68,170.95,74.19,138.44,142.3,103.26,130.62,101.59,178.46,106.62,162.53,130.87,64.65,165.22,64.05,104.2,131.89,281.45,125.28,209.54,257.45,109.8,235.58,109.47,69.11,LP 375-25,13 t,13 t
8 t,ND,1345 cr,Mechucos High Tea,"534,137.00",Brandenstein Port,Mechucos,97.36,180.3,180.3,27.69,165.91,113.46,164.92,105.05,121.1,200.91,148.13,110.59,88.78,58.57,147.39,36.64,111.79,135.75,135.77,93.22,124.85,166.55,125.53,129.47,190.66,85.94,141.23,200,111.34,113.29,296.66,181.96,112.41,101.76,245.74,111.68,91.79,248.3,217.24,196.8,141.39,202.93,164.87,174.64,90.11,157.62,194.35,212.59,187.63,207.58,130.95,200.99,143.89,228.15,267.3,253.81,128.47,243.26,256.32,262.2,180.52,103.41,141.41,122.13,138.76,138.76,141.19,83.25,0,127,72.63,132.15,265.08,130.37,54.55,212.64,241.84,204.72,285.49,219.67,147.14,174.84,155.21,207.97,213.94,133.54,173.73,100.35,140.24,153.13,133.06,161.1,133.35,166.32,145.14,170.12,165,139.74,235.42,123.11,186.95,94.3,281.43,121.92,229.32,243.99,154.91,234.7,140.32,111.77,Mechucos,ND,8 t
18 t,18 t,416 cr,Medb starlube,"1,686,844.00",Vela dock,Medb,95.8,143.95,143.95,106.48,142.26,53.68,192.5,37.8,38.6,109.84,113.99,115.85,102.67,80.8,94.74,136.55,89.84,155.76,62.19,97.77,67.73,87.61,172.06,63.69,143.74,145.5,80.26,82.87,36.31,62.59,279.78,137.13,101.89,106.16,133.43,62.61,99.33,226.19,176.71,152.31,112.34,115.96,86.36,167.89,161.89,114.95,147.86,199.04,91.99,165.94,35.85,185.42,157.99,142.14,189.94,161.79,94.83,149.03,209.92,137.25,157.76,83.82,82.96,116.28,79.76,79.76,65.56,75.79,127,0,90.05,135.24,174.58,12.9,94.13,116.87,183.66,170.47,211.77,158.82,80.45,94.18,147.08,180.17,200.45,153.73,156.73,46.43,108.54,107.66,107.67,157.63,42.15,144.99,79.54,117.27,156.73,70.94,118.71,46.2,109.79,200.71,216.99,122.41,206.43,204.39,52.02,185.31,86.28,63.27,Medb,18 t,18 t
7 t,1-3 t,2681 cr,Mokojing Beast Feast,"539,400.00",Noli Terminal,Mokojing,123.58,198.61,198.61,73.85,163.5,87.04,161.21,91.56,105.88,192.53,97.55,80.86,72.25,72.93,122.18,103.72,122.74,164.16,95.11,74.95,119.86,153.9,176.94,90.78,190.62,91.24,71.62,149.41,97.55,98.73,309.6,184.75,107.04,132.83,182.01,114.19,121.25,246.03,231.24,214.73,160.19,166.2,116.87,210.05,133.92,108.57,178.87,233.55,147.04,182.41,75.86,190.79,185.85,223.82,259.15,246.12,140.97,214.47,240.85,216.2,182.12,33.07,71.65,151.76,69.14,69.14,126.04,65.22,72.63,90.05,0,167.93,256.79,99.67,63.63,172.38,254.72,164.27,279.14,221.08,77.7,153.62,176.49,190.5,227.83,160.9,112.65,52.19,156.83,165.26,152.21,189.08,115.21,124.21,75.72,177.19,190.41,121.07,202.56,108.15,144.38,146.5,248.95,154.97,259.04,248.75,136.56,244.06,70.51,112.64,Mokojing,ND,ND
